doc,summarizer,shuffle_score
dm-test-4f3b35b540ba05f0f82d71a694ec23dde4dc3e01,Bottom-Up,0.4148
dm-test-2abe0f81f5b22c8a406165717e3bd7fce6fe47c6,Bottom-Up,-0.5776
cnn-test-5139ccfabee55ddb83e7937f5802c0a67aee8975,Bottom-Up,-0.8555
dm-test-051db270afc32571a08c15124330efe89d80fea8,Bottom-Up,-1.427
dm-test-b1f6faac3f406edca1e0cad8cce1319c83e62605,Bottom-Up,0.1306
dm-test-c6667409fcdea2c89ba9f0d3a72c50e3967b4b1b,Bottom-Up,-1.113
cnn-test-bcdb32ae644040a721da880fff9c1d502048cd8b,Bottom-Up,0.969
dm-test-46609841ffd23e9c22d1507edf7b176ecc4d834f,Bottom-Up,0.819
dm-test-2a48112ddee712f2364f128076cb2db555a043b1,Bottom-Up,0.845
dm-test-fadabe346fe95d33eee71299e6596754768f5246,Bottom-Up,0.4905
dm-test-f468efac7b3c54f8c42c2c81dff108c52ebe0d7d,Bottom-Up,-0.0816
cnn-test-88c2481234e763c9bbc68d0ab1be1d2375c1349a,Bottom-Up,0.6724
dm-test-6372eff07fd3d6f578f90d6115e01747edccc095,Bottom-Up,0.4653
dm-test-e7d8b6617691ea00d4ddc5fe2b7cbd105ba9a57e,Bottom-Up,0.8657
cnn-test-404f859482d47c127868964a9a39d1a7645dd2e9,Bottom-Up,-0.849
dm-test-d83b82a9cd504218e604616be3f3c3928e3428b8,Bottom-Up,0.4998
dm-test-0cd10ad50ceef529d96a255ed12ac9cd001ba9db,Bottom-Up,-0.2998
dm-test-632cfdb03aacd90a34a470f6a70b47eee62ec5f0,Bottom-Up,0.8564
dm-test-c50d33e9749e7bb484d9b69c4f5fca35a3a50cb5,Bottom-Up,0.6177
dm-test-2377095dda83df778e34304b7a09813808105d3b,Bottom-Up,0.7065
dm-test-e880fda4c25289f8325574246f0f8ed4ff5eb26b,Bottom-Up,0.8535
dm-test-8764fb95bfad8ee849274873a92fb8d6b400eee2,ROUGESal,0.4727
dm-test-f26d8400ae49b90d109c165d0f44b8f6ca253c08,ROUGESal,0.6816
dm-test-207df192edc1836250b69d1bc5b9e6a38206eb78,ROUGESal,0.782
dm-test-0f0789390d67698283cc87b2e046b5c5cd77edb7,ROUGESal,-1.4375
cnn-test-fbbafa743a8c2ecd2cedf65c6c61956b2db8ec5c,ROUGESal,0.7744
dm-test-f37fd6e9b6cc18a7132568e307ef3b130931e809,ROUGESal,-1.058
dm-test-14c813567696f4e63a39993c09d4edb454036179,ROUGESal,0.7227
dm-test-e470f0a87d7513bf880412524332047020422c3f,ROUGESal,0.8276
dm-test-2c37d44d03ce2e91310339d884d33ee5aabf9abc,ROUGESal,0.2952
dm-test-e428e25bbf8e06643154ce31b7c6fab64c81e857,ROUGESal,0.724
dm-test-0783c68a744df6afa009d16e72709f2b4d90dea1,ROUGESal,0.4165
dm-test-eeef09d26cf30c2124c0399b08eedc6321fe5d20,ROUGESal,0.5674
cnn-test-b1c3fc03a2b74cf4c79844c1fe2fdce70a8a436e,ROUGESal,0.4407
dm-test-9afda3cde191a883d8c166ceb5765eb53205d8f4,ROUGESal,0.6113
dm-test-4fb64a2298e18626db776fccf834be87388827e0,ROUGESal,0.4795
dm-test-03e271b4305517e02c9ead82d57327d32b99102e,ROUGESal,-1.855
dm-test-bd4684a0f5af5dd6ac88d2fb50f902bd7f10217b,ROUGESal,-1.708
dm-test-9d0fcbd873927674d12aafce4ae7754fd591d4e2,ROUGESal,0.6714
dm-test-9b1af0f993d78353ebd56a1b180e882e751527b3,ROUGESal,0.8804
cnn-test-d75b043ebefc3098aea84d92bb8bec0f509b1563,ROUGESal,0.852
cnn-test-e2bccd4dec93c9bb7b327827dae004c2d494ec31,ROUGESal,-0.9023
dm-test-54b857a66cbd8473d6732e5da52d48612e636a37,ROUGESal,-1.16
dm-test-2c6695b438980783754f7db28129ec2fbb3e6e21,ROUGESal,-0.2222
dm-test-2cf8c2d1d2ceb1980249f77e703f9039e63799d0,ROUGESal,-1.283
dm-test-b5bc2ae78441e4ac08fb01823d5fc0f1627c3166,ROUGESal,0.672
dm-test-130ff8f2dfb6ab67861d5924b0ff5acd63c7d8ce,ROUGESal,0.7793
dm-test-4001b252a072ac149c70840b22299cc6cfab3bae,ROUGESal,0.677
dm-test-cf4ba8f94f2dd5604eb8f8a4e655c10cf0996365,ROUGESal,-1.212
dm-test-8e6c8aec6808f66ed0342e128a4e146f3ecd627d,ROUGESal,-1.042
dm-test-b5925c1a02fa9a8f6b1d5ad764c19a732deac0df,ROUGESal,-1.127
dm-test-3785743303ddb8b594be7c449a37458b99e83812,ROUGESal,-1.312
dm-test-6721edf88c95f480a4db2c63649dbb03736aeadf,ROUGESal,0.645
dm-test-7cba80e83b222801fed8d6f96e8c0aa381c54b28,ROUGESal,0.4287
dm-test-97bbda7ec22a736cd174b51513c72a6372d13d35,ROUGESal,-0.8657
dm-test-3ba3bde4a1440134bb38ec22ba50db59986b544c,ROUGESal,0.4465
dm-test-4e0de0ec6d5b9df174f54d03158de8f30aac861f,ROUGESal,-1.126
dm-test-8bc8f134bc3ceaeec0df8f29e96e13d319717ab8,ROUGESal,-1.514
dm-test-6f027d030f9ca86446dc893f1d10ced4c9a3561f,ROUGESal,-0.847
dm-test-e43eef75de38d246db9d80216ca9f5487215a78b,ROUGESal,0.685
dm-test-81bd721b16cad47dfd8d24baca5b30b006291db2,ROUGESal,-0.2456
cnn-test-a02e362c5b8f049848ce718b37b96117485461cf,ROUGESal,-0.3447
dm-test-dea0ed2e587495e516ac85056e21a2076a9a993c,ROUGESal,-0.3184
dm-test-5be0a9584b051175d9f4842a143b76385335d96a,ROUGESal,-1.179
dm-test-d89de9c2a76f2665560becfe5d761a4fc62b9926,ROUGESal,0.7397
dm-test-8b59fa7715418c4bcc0d50e3caeb239129de453e,ROUGESal,-0.7363
dm-test-1747dcd6a007ee97954b6b10cde549bf82f6a4eb,ROUGESal,0.4404
cnn-test-e49792c337d3f4c13e22f710efa44cf6a4e59aba,ROUGESal,0.5225
dm-test-d296270ab4a4cf20f2d9c1aae7514687806f2b35,ROUGESal,-0.1941
cnn-test-b8b6e729fff27c4eef87887e61d3448de9c063f6,ROUGESal,0.4695
dm-test-9beaaf73e4517d5bf1bc284f386485d571da96cf,ROUGESal,-0.5923
dm-test-4a593dc4c7e0b4d09bfdc66bb315c47b54eb15df,ROUGESal,0.5713
dm-test-18243373494a1722ddcd162ec67b63dd749633ab,ROUGESal,-0.4675
dm-test-998cb27197db1fd299aff3322ac041ba4bf1148f,ROUGESal,-1.096
dm-test-2feca9acf532e33f1ab7442c442c8e19787d8d7b,ROUGESal,-0.1996
dm-test-8b51a10370a1219137e231192e65b9cd52238ea6,ROUGESal,0.6787
dm-test-31114653cd606fd3f4b1035f98dedd71f8282cd2,ROUGESal,-1.268
dm-test-0cdd7cdb5d99c36f25f1f4fa0e962d558f7ff07b,ROUGESal,-1.476
dm-test-f5fead94ee884800e84a212cc0edc78b11c4ba9f,ROUGESal,0.7925
dm-test-36352fd1c61fd0c593ee7b84cbe213aa9b444439,ROUGESal,-1.438
dm-test-a3b6201aca77b5bdaa5df02d6acee2be66233237,ROUGESal,-1.396
cnn-test-c05bda9b387ec8ae43803170b6f59b4b82505db9,ROUGESal,0.734
dm-test-6c1341bedf92a304318545fbf1aad88651de7909,ROUGESal,0.665
dm-test-1749a22e2b6facaa057213cb9b33261b319bbd2b,ROUGESal,-0.41
dm-test-b255397ee863bd8faf9def57c0f76769153d905e,ROUGESal,-1.434
dm-test-e06ff0eb7c4fa4416fda84a9a239b15480c5a9d9,ROUGESal,0.6304
dm-test-d680ebcdcd59fd5ee9b602a06bcd5230c212835b,ROUGESal,-1.478
dm-test-155754e1f2bc83f6836af78703edd4d00f19f381,ROUGESal,0.7954
dm-test-23e8c1d71474d239aa9ae37b9a05031b0054b8ce,ROUGESal,0.84
cnn-test-4761dc6d8bdf56b9ada97104113dd1bcf4aed3f1,ROUGESal,0.5034
dm-test-8847383b72167c3f3dd2161b5b091b580c8f4da7,ROUGESal,0.7334
dm-test-801763443e6c73e3857039f2223798b2b58bef19,ROUGESal,-0.86
dm-test-c16c9fa34ccae7e2b9e29c3988ccb74974c4b3c0,ROUGESal,0.5435
dm-test-096e418a953af86df0d1560bec95bc7bfee2e34b,ROUGESal,-1.269
dm-test-02c955067d00f38b6978b805d5a8701a787f78ac,ROUGESal,0.2988
dm-test-2cfc33d01364162579f46b2764914a03a29453ce,ROUGESal,-0.1852
dm-test-808a439a5d83fc47baaea934c8779a7ebc62470d,ROUGESal,-1.368
dm-test-9b5a04b9879fe716a2dcd66dd331f99534603c16,ROUGESal,-1.619
dm-test-d3c9ce137ba24a69253508b3416630465c050ae4,ROUGESal,0.699
dm-test-26e4e19d945cedcb489f28808c730658139c9415,ROUGESal,-0.2998
dm-test-4f3b35b540ba05f0f82d71a694ec23dde4dc3e01,ROUGESal,0.2966
dm-test-2abe0f81f5b22c8a406165717e3bd7fce6fe47c6,ROUGESal,-0.1774
cnn-test-5139ccfabee55ddb83e7937f5802c0a67aee8975,ROUGESal,-0.9453
dm-test-051db270afc32571a08c15124330efe89d80fea8,ROUGESal,-1.458
dm-test-b1f6faac3f406edca1e0cad8cce1319c83e62605,ROUGESal,-0.582
dm-test-c6667409fcdea2c89ba9f0d3a72c50e3967b4b1b,ROUGESal,0.7124
cnn-test-bcdb32ae644040a721da880fff9c1d502048cd8b,ROUGESal,0.8594
dm-test-46609841ffd23e9c22d1507edf7b176ecc4d834f,ROUGESal,0.336
dm-test-2a48112ddee712f2364f128076cb2db555a043b1,ROUGESal,0.1467
dm-test-fadabe346fe95d33eee71299e6596754768f5246,ROUGESal,-1.359
dm-test-f468efac7b3c54f8c42c2c81dff108c52ebe0d7d,ROUGESal,-1.306
cnn-test-88c2481234e763c9bbc68d0ab1be1d2375c1349a,ROUGESal,0.7305
dm-test-6372eff07fd3d6f578f90d6115e01747edccc095,ROUGESal,0.4773
dm-test-e7d8b6617691ea00d4ddc5fe2b7cbd105ba9a57e,ROUGESal,0.1351
cnn-test-404f859482d47c127868964a9a39d1a7645dd2e9,ROUGESal,0.6934
dm-test-d83b82a9cd504218e604616be3f3c3928e3428b8,ROUGESal,0.4746
dm-test-0cd10ad50ceef529d96a255ed12ac9cd001ba9db,ROUGESal,0.618
dm-test-632cfdb03aacd90a34a470f6a70b47eee62ec5f0,ROUGESal,0.615
dm-test-c50d33e9749e7bb484d9b69c4f5fca35a3a50cb5,ROUGESal,0.8413
dm-test-2377095dda83df778e34304b7a09813808105d3b,ROUGESal,0.683
dm-test-e880fda4c25289f8325574246f0f8ed4ff5eb26b,ROUGESal,0.7476
